session_id,start_time,end_time,energy_kwh,duration_minutes,cost_inr,vehicle_type
SES_45325,2024-04-02 01:32:00,2024-04-02 03:21:41,1.93,109.7,31.49,2W
SES_88146,2024-04-19 03:39:00,2024-04-19 06:05:22,28.39,146.4,510.41,4W
SES_73892,2024-02-25 08:01:00,2024-02-25 08:52:51,7.87,51.9,134.52,3W
SES_57651,2024-11-16 15:39:00,2024-11-16 17:18:09,3.24,99.2,49.44,2W
SES_12339,2024-03-23 09:14:00,2024-03-23 09:55:08,6.54,41.1,105.57,3W
SES_90570,2024-07-13 03:10:00,2024-07-13 04:16:24,5.45,66.4,82.12,3W
SES_12912,2024-06-12 14:32:00,2024-06-12 16:24:43,2.66,112.7,40.96,2W
SES_39764,2024-05-23 21:42:00,2024-05-23 23:15:59,31.29,94.0,505.11,4W
SES_85361,2024-04-25 15:14:00,2024-04-25 16:43:14,54.03,89.2,855.22,4W
SES_91823,2024-06-12 19:04:00,2024-06-12 20:42:13,21.29,98.2,346.96,4W
SES_32519,2024-11-17 11:27:00,2024-11-17 12:11:48,9.93,44.8,166.81,3W
SES_97162,2024-02-16 11:15:00,2024-02-16 12:00:44,6.22,45.7,108.21,3W
SES_22478,2024-09-13 13:52:00,2024-09-13 15:05:08,2.17,73.1,35.08,2W
SES_26181,2024-10-09 06:31:00,2024-10-09 07:12:54,9.28,41.9,146.19,3W
SES_21547,2024-11-07 14:06:00,2024-11-07 15:25:37,37.42,79.6,650.39,4W
SES_73920,2024-06-14 19:13:00,2024-06-14 22:10:57,42.28,178.0,728.55,4W
SES_69892,2024-04-10 13:27:00,2024-04-10 15:19:30,3.41,112.5,55.08,2W
SES_49652,2024-06-14 11:06:00,2024-06-14 12:21:44,3.24,75.7,49.88,2W
SES_33068,2024-12-24 01:52:00,2024-12-24 02:49:36,7.59,57.6,121.46,3W
SES_13557,2024-12-28 07:21:00,2024-12-28 07:52:00,2.92,31.0,45.74,2W
SES_67958,2024-07-24 15:07:00,2024-07-24 16:13:36,5.74,66.6,101.34,3W
SES_96809,2024-10-19 18:36:00,2024-10-19 21:27:38,42.79,171.6,750.28,4W
SES_17277,2024-04-14 16:35:00,2024-04-14 17:53:52,7.79,78.9,118.99,3W
SES_43059,2024-03-29 22:26:00,2024-03-29 23:31:53,8.36,65.9,133.69,3W
SES_15602,2024-02-11 15:05:00,2024-02-11 16:57:14,3.16,112.2,51.91,2W
SES_74229,2024-08-31 23:02:00,2024-08-31 23:47:52,3.48,45.9,57.38,2W
SES_81351,2024-01-10 21:04:00,2024-01-10 22:53:22,1.93,109.4,31.76,2W
SES_67795,2024-09-21 15:15:00,2024-09-21 15:58:10,9.36,43.2,143.45,3W
SES_51635,2024-05-26 13:12:00,2024-05-26 14:07:30,1.71,55.5,28.52,2W
SES_45475,2024-01-12 23:44:00,2024-01-13 00:34:03,5.28,50.1,84.65,3W
SES_39395,2024-08-19 21:42:00,2024-08-19 23:33:39,2.96,111.7,48.4,2W
SES_68276,2024-05-18 20:24:00,2024-05-18 21:54:27,1.51,90.5,26.69,2W
SES_84754,2024-05-13 23:04:00,2024-05-13 23:47:54,2.09,43.9,32.59,2W
SES_88113,2024-07-26 17:53:00,2024-07-26 18:32:20,1.78,39.3,27.47,2W
SES_42915,2024-09-06 06:12:00,2024-09-06 07:02:12,7.3,50.2,110.08,3W
SES_73529,2024-07-08 12:22:00,2024-07-08 14:50:12,28.57,148.2,505.21,4W
SES_56221,2024-05-22 15:48:00,2024-05-22 17:05:56,39.78,77.9,675.9,4W
SES_54939,2024-05-29 23:49:00,2024-05-30 01:06:02,3.41,77.0,59.76,2W
SES_28297,2024-07-25 23:27:00,2024-07-26 00:21:39,47.13,54.7,733.44,4W
SES_78041,2024-05-10 13:47:00,2024-05-10 15:31:25,3.38,104.4,59.65,2W
SES_32284,2024-05-09 21:59:00,2024-05-09 23:15:28,7.67,76.5,137.57,3W
SES_81004,2024-05-17 12:09:00,2024-05-17 14:54:10,30.84,165.2,470.93,4W
SES_39669,2024-08-24 20:37:00,2024-08-24 21:31:23,2.56,54.4,42.02,2W
SES_46049,2024-12-28 17:27:00,2024-12-28 18:16:06,6.69,49.1,105.99,3W
SES_64360,2024-05-21 22:50:00,2024-05-21 23:56:24,8.95,66.4,159.55,3W
SES_90183,2024-03-27 06:14:00,2024-03-27 07:14:41,3.03,60.7,50.43,2W
SES_62510,2024-10-31 13:25:00,2024-10-31 14:06:26,8.83,41.4,144.88,3W
SES_73350,2024-02-01 23:05:00,2024-02-01 23:46:19,7.18,41.3,110.0,3W
SES_25853,2024-03-17 09:27:00,2024-03-17 10:12:45,8.86,45.8,145.85,3W
SES_15133,2024-07-24 09:25:00,2024-07-24 10:28:32,32.67,63.5,503.25,4W
SES_38391,2024-06-25 14:48:00,2024-06-25 16:08:32,9.61,80.5,146.24,3W
SES_27456,2024-02-02 13:45:00,2024-02-02 15:08:08,6.52,83.1,105.11,3W
SES_67759,2024-03-16 15:29:00,2024-03-16 16:24:27,6.89,55.5,105.71,3W
SES_38731,2024-01-19 19:50:00,2024-01-19 21:36:25,2.95,106.4,44.56,2W
SES_28954,2024-06-02 13:07:00,2024-06-02 13:47:04,2.33,40.1,37.21,2W
SES_82042,2024-11-28 12:18:00,2024-11-28 13:17:43,2.74,59.7,41.87,2W
SES_88446,2024-11-06 08:00:00,2024-11-06 10:17:06,43.97,137.1,689.54,4W
SES_85245,2024-02-19 04:19:00,2024-02-19 06:39:12,28.01,140.2,451.68,4W
SES_97900,2024-05-03 14:53:00,2024-05-03 16:35:01,53.89,102.0,813.25,4W
SES_34126,2024-04-01 14:35:00,2024-04-01 15:38:09,7.18,63.2,110.52,3W
SES_76396,2024-10-07 12:15:00,2024-10-07 13:28:41,8.03,73.7,127.32,3W
SES_80377,2024-07-18 06:03:00,2024-07-18 07:01:00,1.67,58.0,25.98,2W
SES_77141,2024-09-19 06:17:00,2024-09-19 07:21:58,3.16,65.0,54.95,2W
SES_57358,2024-11-18 10:48:00,2024-11-18 11:46:24,40.82,58.4,629.31,4W
SES_34724,2024-07-12 14:57:00,2024-07-12 15:44:01,7.68,47.0,127.68,3W
SES_33753,2024-04-30 17:06:00,2024-04-30 18:33:02,29.27,87.0,470.06,4W
SES_82314,2024-03-30 15:39:00,2024-03-30 17:29:03,39.22,110.1,679.17,4W
SES_27017,2024-08-01 10:26:00,2024-08-01 13:02:30,35.68,156.5,576.54,4W
SES_66441,2024-03-15 13:06:00,2024-03-15 14:52:18,58.47,106.3,882.1,4W
SES_88157,2024-09-15 15:27:00,2024-09-15 16:28:01,28.83,61.0,447.39,4W
SES_60624,2024-08-28 23:00:00,2024-08-29 00:17:05,2.75,77.1,42.28,2W
SES_89543,2024-08-21 08:07:00,2024-08-21 09:19:57,6.11,73.0,97.6,3W
SES_85037,2024-07-09 06:17:00,2024-07-09 06:58:44,9.28,41.7,142.09,3W
SES_13345,2024-03-18 16:05:00,2024-03-18 16:45:48,2.28,40.8,34.5,2W
SES_90124,2024-10-21 22:18:00,2024-10-22 01:01:52,22.39,163.9,348.41,4W
SES_99636,2024-01-12 16:27:00,2024-01-12 17:45:50,24.92,78.8,391.45,4W
SES_83988,2024-10-02 00:46:00,2024-10-02 02:06:47,2.37,80.8,42.24,2W
SES_83714,2024-03-21 21:07:00,2024-03-21 22:05:45,6.14,58.8,104.08,3W
SES_61016,2024-04-15 20:12:00,2024-04-15 22:41:05,56.42,149.1,867.14,4W
SES_25920,2024-04-15 19:14:00,2024-04-15 20:09:15,2.66,55.3,42.6,2W
SES_61707,2024-03-04 12:53:00,2024-03-04 14:21:23,7.68,88.4,131.11,3W
SES_69461,2024-07-20 21:00:00,2024-07-20 22:17:42,2.78,77.7,45.28,2W
SES_74044,2024-05-26 08:14:00,2024-05-26 09:14:17,5.49,60.3,86.0,3W
SES_67325,2024-02-16 23:49:00,2024-02-17 01:17:32,5.16,88.5,89.17,3W
SES_48789,2024-07-31 10:50:00,2024-07-31 12:39:00,2.27,109.0,40.38,2W
SES_50164,2024-09-21 11:37:00,2024-09-21 12:27:38,8.58,50.6,153.69,3W
SES_83439,2024-12-25 07:28:00,2024-12-25 09:53:24,26.48,145.4,440.93,4W
SES_91845,2024-03-11 18:17:00,2024-03-11 19:02:48,49.64,45.8,768.25,4W
SES_29041,2024-09-26 15:59:00,2024-09-26 16:33:05,2.27,34.1,38.97,2W
SES_51914,2024-03-30 23:11:00,2024-03-31 00:36:44,5.74,85.7,99.13,3W
SES_37771,2024-05-06 19:38:00,2024-05-06 22:20:49,58.14,162.8,1010.56,4W
SES_50132,2024-05-16 21:45:00,2024-05-17 00:11:26,48.45,146.4,842.77,4W
SES_77120,2024-11-25 08:30:00,2024-11-25 10:25:12,2.7,115.2,42.16,2W
SES_10504,2024-08-13 20:25:00,2024-08-13 22:49:31,41.71,144.5,665.52,4W
SES_66132,2024-06-01 05:35:00,2024-06-01 06:35:28,3.37,60.5,53.24,2W
SES_30148,2024-12-12 15:59:00,2024-12-12 17:24:20,5.23,85.3,92.9,3W
SES_64482,2024-04-02 18:23:00,2024-04-02 19:32:50,21.26,69.8,362.4,4W
SES_97040,2024-12-25 15:43:00,2024-12-25 18:20:27,25.19,157.5,416.7,4W
SES_61833,2024-09-13 20:01:00,2024-09-13 20:57:09,27.61,56.2,474.5,4W
SES_11382,2024-02-21 18:15:00,2024-02-21 19:21:55,8.3,66.9,135.72,3W
SES_71088,2024-01-03 05:27:00,2024-01-03 06:19:29,5.67,52.5,99.3,3W
SES_73242,2024-03-20 21:46:00,2024-03-20 23:04:17,6.0,78.3,101.98,3W
SES_85921,2024-06-02 12:31:00,2024-06-02 13:03:14,1.78,32.2,27.07,2W
SES_13777,2024-10-24 20:23:00,2024-10-24 21:04:55,7.72,41.9,119.03,3W
SES_90373,2024-10-20 15:11:00,2024-10-20 17:56:48,32.7,165.8,508.37,4W
SES_19799,2024-12-03 16:17:00,2024-12-03 17:05:55,1.66,48.9,29.35,2W
SES_72554,2024-10-03 16:36:00,2024-10-03 17:17:13,9.42,41.2,167.57,3W
SES_70740,2024-01-22 21:12:00,2024-01-22 22:18:39,6.18,66.7,92.76,3W
SES_41597,2024-04-23 08:06:00,2024-04-23 09:34:14,8.99,88.2,146.24,3W
SES_98145,2024-05-14 10:02:00,2024-05-14 10:59:21,6.21,57.4,99.51,3W
SES_42484,2024-04-12 05:13:00,2024-04-12 06:33:07,35.46,80.1,547.49,4W
SES_77640,2024-02-20 18:28:00,2024-02-20 19:44:02,5.32,76.0,82.02,3W
SES_39497,2024-02-09 19:45:00,2024-02-09 21:32:31,50.78,107.5,845.7,4W
SES_76481,2024-01-03 23:38:00,2024-01-04 00:38:11,2.53,60.2,39.08,2W
SES_21189,2024-05-07 23:10:00,2024-05-08 00:13:15,50.34,63.3,797.85,4W
SES_63703,2024-09-04 11:13:00,2024-09-04 12:01:35,9.26,48.6,162.51,3W
SES_21596,2024-01-04 15:41:00,2024-01-04 16:49:16,28.26,68.3,489.69,4W
SES_86144,2024-07-23 11:47:00,2024-07-23 13:23:48,2.34,96.8,37.88,2W
SES_15412,2024-05-19 20:40:00,2024-05-19 21:51:07,31.95,71.1,519.13,4W
SES_56196,2024-11-24 06:34:00,2024-11-24 07:35:53,2.27,61.9,40.06,2W
SES_14173,2024-10-12 14:11:00,2024-10-12 15:40:00,5.14,89.0,89.56,3W
SES_34211,2024-06-07 20:47:00,2024-06-07 21:50:22,1.86,63.4,32.46,2W
SES_90695,2024-05-02 12:49:00,2024-05-02 13:30:24,9.27,41.4,143.8,3W
SES_55132,2024-09-20 18:40:00,2024-09-20 20:35:37,27.42,115.6,431.92,4W
SES_13951,2024-04-28 09:04:00,2024-04-28 10:23:46,6.76,79.8,115.22,3W
SES_61302,2024-12-19 13:29:00,2024-12-19 14:24:31,9.95,55.5,174.8,3W
SES_70671,2024-03-28 16:25:00,2024-03-28 17:31:40,5.19,66.7,85.78,3W
SES_27853,2024-02-23 12:03:00,2024-02-23 13:11:24,7.67,68.4,137.61,3W
SES_52427,2024-02-08 09:24:00,2024-02-08 11:21:29,2.76,117.5,48.04,2W
SES_56933,2024-12-19 21:22:00,2024-12-19 22:34:19,7.23,72.3,123.28,3W
SES_73934,2024-07-16 21:52:00,2024-07-16 23:22:39,46.13,90.7,785.98,4W
SES_62375,2024-04-02 19:04:00,2024-04-02 20:42:34,28.68,98.6,478.19,4W
SES_60126,2024-05-10 21:20:00,2024-05-10 22:09:34,9.09,49.6,145.59,3W
SES_37372,2024-05-17 12:18:00,2024-05-17 13:44:50,46.24,86.8,807.65,4W
SES_10505,2024-01-23 21:22:00,2024-01-23 22:31:49,9.64,69.8,154.29,3W
SES_20136,2024-04-21 19:26:00,2024-04-21 20:43:31,7.32,77.5,111.82,3W
SES_30345,2024-01-26 23:04:00,2024-01-26 23:58:09,9.06,54.2,151.32,3W
SES_90936,2024-11-28 00:05:00,2024-11-28 01:51:22,40.45,106.4,632.22,4W
SES_24782,2024-09-04 06:22:00,2024-09-04 07:51:30,7.1,89.5,113.72,3W
SES_87759,2024-01-14 14:09:00,2024-01-14 14:58:13,8.32,49.2,146.89,3W
SES_32631,2024-03-30 21:48:00,2024-03-31 00:01:27,40.85,133.5,644.7,4W
SES_95393,2024-05-07 08:40:00,2024-05-07 09:42:19,5.18,62.3,80.04,3W
SES_82278,2024-10-03 18:33:00,2024-10-03 21:30:54,32.73,177.9,538.9,4W
SES_45593,2024-07-10 18:50:00,2024-07-10 19:30:21,8.35,40.4,139.72,3W
SES_94681,2024-09-15 22:13:00,2024-09-16 00:05:49,3.48,112.8,58.71,2W
SES_62506,2024-01-27 17:13:00,2024-01-27 18:44:21,2.88,91.4,49.12,2W
SES_61874,2024-01-20 23:20:00,2024-01-21 01:37:59,30.34,138.0,534.88,4W
SES_82183,2024-03-13 18:28:00,2024-03-13 19:01:28,2.79,33.5,49.09,2W
SES_96629,2024-10-08 16:44:00,2024-10-08 18:09:22,7.09,85.4,108.09,3W
SES_53236,2024-07-18 02:42:00,2024-07-18 03:34:03,3.46,52.1,53.39,2W
SES_90680,2024-01-06 04:06:00,2024-01-06 06:02:17,1.64,116.3,25.85,2W
SES_75758,2024-07-03 14:11:00,2024-07-03 15:46:31,31.29,95.5,500.0,4W
SES_24339,2024-03-16 19:30:00,2024-03-16 20:04:31,3.3,34.5,57.97,2W
SES_26903,2024-02-15 12:14:00,2024-02-15 13:11:51,6.42,57.9,103.5,3W
SES_17240,2024-07-18 17:03:00,2024-07-18 18:44:41,2.04,101.7,32.08,2W
SES_50511,2024-07-25 13:49:00,2024-07-25 14:51:18,5.87,62.3,101.25,3W
SES_73676,2024-06-29 22:19:00,2024-06-29 23:11:29,46.59,52.5,835.27,4W
SES_84030,2024-04-09 23:52:00,2024-04-10 02:39:21,42.49,167.4,735.42,4W
SES_97801,2024-03-19 18:28:00,2024-03-19 20:11:57,1.88,104.0,31.74,2W
SES_61625,2024-02-09 04:25:00,2024-02-09 06:06:42,41.89,101.7,692.67,4W
SES_89742,2024-04-10 16:58:00,2024-04-10 17:50:03,7.67,52.1,126.42,3W
SES_50727,2024-08-15 23:10:00,2024-08-15 23:51:33,2.17,41.6,38.24,2W
SES_16976,2024-07-28 06:26:00,2024-07-28 07:34:48,2.84,68.8,49.21,2W
SES_26086,2024-06-29 23:06:00,2024-06-30 01:53:41,34.37,167.7,541.49,4W
SES_84275,2024-06-11 18:36:00,2024-06-11 20:09:15,3.48,93.3,60.04,2W
SES_22442,2024-09-18 09:07:00,2024-09-18 10:42:08,2.75,95.1,44.93,2W
SES_85399,2024-04-25 18:12:00,2024-04-25 20:44:21,32.3,152.4,490.29,4W
SES_13579,2024-07-20 20:45:00,2024-07-20 21:36:50,33.26,51.8,549.95,4W
SES_95067,2024-06-28 12:14:00,2024-06-28 13:23:49,9.15,69.8,147.4,3W
SES_25331,2024-04-13 06:33:00,2024-04-13 07:55:24,8.03,82.4,124.86,3W
SES_11776,2024-01-24 04:06:00,2024-01-24 05:24:44,2.13,78.7,34.28,2W
SES_69640,2024-10-15 15:27:00,2024-10-15 16:16:07,40.24,49.1,636.89,4W
SES_83464,2024-12-01 09:10:00,2024-12-01 09:43:12,2.27,33.2,35.31,2W
SES_20154,2024-11-12 07:28:00,2024-11-12 08:22:46,7.41,54.8,126.46,3W
SES_67509,2024-12-13 11:39:00,2024-12-13 13:01:25,2.53,82.4,40.33,2W
SES_47932,2024-11-18 21:21:00,2024-11-18 22:09:19,2.36,48.3,37.56,2W
SES_13528,2024-06-25 09:53:00,2024-06-25 12:12:01,57.27,139.0,948.0,4W
SES_20168,2024-08-11 21:47:00,2024-08-11 23:14:00,8.44,87.0,139.99,3W
SES_33684,2024-05-29 12:59:00,2024-05-29 14:08:41,9.61,69.7,157.44,3W
SES_88845,2024-07-15 23:45:00,2024-07-16 00:56:59,8.44,72.0,142.53,3W
SES_61002,2024-08-24 02:15:00,2024-08-24 03:12:40,2.97,57.7,49.83,2W
SES_54302,2024-06-19 12:49:00,2024-06-19 14:31:04,1.59,102.1,28.47,2W
SES_24268,2024-06-12 03:41:00,2024-06-12 05:07:03,6.08,86.1,94.97,3W
SES_51610,2024-05-13 12:31:00,2024-05-13 13:23:58,36.53,53.0,653.35,4W
SES_26685,2024-09-14 23:16:00,2024-09-15 00:09:15,7.1,53.3,112.74,3W
SES_91200,2024-04-05 17:16:00,2024-04-05 19:09:25,1.9,113.4,31.88,2W
SES_99227,2024-03-22 09:03:00,2024-03-22 10:49:42,1.85,106.7,31.42,2W
SES_83524,2024-05-25 12:03:00,2024-05-25 13:40:50,49.27,97.8,848.88,4W
SES_12283,2024-05-16 07:34:00,2024-05-16 10:02:36,34.37,148.6,546.9,4W
SES_99911,2024-11-25 23:38:00,2024-11-26 00:35:57,57.57,58.0,905.19,4W
SES_39882,2024-09-08 12:29:00,2024-09-08 13:46:44,43.94,77.7,687.91,4W
SES_68457,2024-03-05 22:40:00,2024-03-05 23:51:25,49.5,71.4,862.24,4W
SES_39432,2024-02-23 09:40:00,2024-02-23 10:30:37,9.15,50.6,162.08,3W
SES_13992,2024-07-30 22:12:00,2024-07-30 22:59:08,8.46,47.1,129.09,3W
SES_48403,2024-04-29 22:27:00,2024-04-30 00:13:08,2.96,106.1,52.09,2W
SES_35472,2024-11-17 17:26:00,2024-11-17 18:17:30,6.4,51.5,108.74,3W
SES_71415,2024-04-24 13:48:00,2024-04-24 14:53:36,9.54,65.6,148.03,3W
SES_16365,2024-11-20 17:58:00,2024-11-20 18:39:41,5.16,41.7,79.57,3W
SES_21470,2024-11-02 13:24:00,2024-11-02 14:29:50,7.44,65.8,118.38,3W
SES_70521,2024-04-16 11:14:00,2024-04-16 12:02:37,5.85,48.6,97.76,3W
SES_55273,2024-01-19 21:15:00,2024-01-19 22:18:16,7.72,63.3,125.75,3W
SES_29901,2024-10-31 23:04:00,2024-10-31 23:59:13,57.39,55.2,921.39,4W
SES_82741,2024-07-14 07:47:00,2024-07-14 08:27:04,7.76,40.1,120.68,3W
SES_81352,2024-11-25 22:15:00,2024-11-25 23:14:58,1.56,60.0,25.3,2W
SES_99130,2024-01-29 07:44:00,2024-01-29 09:37:03,49.42,113.1,793.81,4W
SES_64041,2024-01-12 08:10:00,2024-01-12 09:43:55,3.28,93.9,57.57,2W
SES_62935,2024-02-15 17:54:00,2024-02-15 19:10:08,1.51,76.1,23.38,2W
SES_71947,2024-05-10 12:36:00,2024-05-10 14:02:45,6.1,86.8,102.19,3W
SES_46111,2024-11-30 18:56:00,2024-11-30 19:58:03,7.72,62.1,125.38,3W
SES_33865,2024-12-27 21:59:00,2024-12-27 22:47:35,2.39,48.6,41.75,2W
SES_91045,2024-10-02 10:40:00,2024-10-02 12:44:30,55.13,124.5,882.23,4W
SES_78082,2024-03-11 07:24:00,2024-03-11 08:31:18,6.83,67.3,109.39,3W
SES_50934,2024-07-02 19:04:00,2024-07-02 20:07:12,6.8,63.2,109.7,3W
SES_97641,2024-08-08 17:42:00,2024-08-08 19:07:30,2.04,85.5,35.18,2W
SES_65913,2024-10-06 18:39:00,2024-10-06 20:38:27,27.53,119.5,464.11,4W
SES_37068,2024-09-20 06:00:00,2024-09-20 07:00:31,7.67,60.5,123.49,3W
SES_38121,2024-02-27 06:14:00,2024-02-27 07:39:06,43.53,85.1,687.02,4W
SES_82503,2024-11-28 09:19:00,2024-11-28 10:00:57,1.71,42.0,30.67,2W
SES_75063,2024-11-23 23:19:00,2024-11-24 00:13:16,50.3,54.3,882.88,4W
SES_60691,2024-07-29 23:40:00,2024-07-30 01:11:50,33.29,91.8,582.62,4W
SES_37009,2024-10-03 23:51:00,2024-10-04 01:08:56,8.62,77.9,139.29,3W
SES_18341,2024-05-14 20:42:00,2024-05-14 22:40:17,2.76,118.3,47.83,2W
SES_47024,2024-09-02 05:18:00,2024-09-02 06:22:16,2.21,64.3,34.56,2W
SES_76877,2024-09-08 21:02:00,2024-09-08 21:58:52,7.54,56.9,128.93,3W
SES_50699,2024-02-06 22:35:00,2024-02-06 23:48:18,3.26,73.3,53.74,2W
SES_91727,2024-09-20 23:01:00,2024-09-21 01:46:53,24.68,165.9,385.1,4W
SES_59783,2024-08-25 11:30:00,2024-08-25 13:28:25,2.75,118.4,43.19,2W
SES_65278,2024-05-26 14:53:00,2024-05-26 15:36:23,8.6,43.4,137.8,3W
SES_39481,2024-09-11 13:46:00,2024-09-11 14:32:16,2.28,46.3,34.23,2W
SES_87217,2024-09-18 16:18:00,2024-09-18 17:50:59,2.99,93.0,47.78,2W
SES_12983,2024-04-26 01:28:00,2024-04-26 03:24:15,23.37,116.3,406.0,4W
SES_67045,2024-02-09 23:43:00,2024-02-10 01:18:34,24.95,95.6,412.74,4W
SES_41210,2024-07-23 20:02:00,2024-07-23 21:09:17,3.45,67.3,57.71,2W
SES_66769,2024-02-23 18:10:00,2024-02-23 20:00:34,39.08,110.6,608.03,4W
SES_70784,2024-05-27 19:20:00,2024-05-27 20:14:45,6.22,54.8,97.26,3W
SES_32668,2024-06-20 17:27:00,2024-06-20 18:21:59,52.25,55.0,808.39,4W
SES_82403,2024-10-06 10:20:00,2024-10-06 11:39:54,6.45,79.9,98.81,3W
SES_91703,2024-04-07 22:14:00,2024-04-08 00:19:09,40.17,125.2,703.36,4W
SES_45648,2024-01-10 13:07:00,2024-01-10 14:01:53,7.76,54.9,126.8,3W
SES_65522,2024-08-03 03:42:00,2024-08-03 05:09:52,2.54,87.9,44.96,2W
SES_34441,2024-05-15 18:45:00,2024-05-15 19:46:06,5.05,61.1,87.77,3W
SES_56638,2024-11-10 07:09:00,2024-11-10 07:56:41,7.08,47.7,108.82,3W
SES_12830,2024-12-21 21:07:00,2024-12-21 22:21:00,7.19,74.0,115.41,3W
SES_55037,2024-03-15 11:07:00,2024-03-15 12:18:31,23.37,71.5,351.45,4W
SES_37678,2024-10-19 04:27:00,2024-10-19 06:34:06,29.19,127.1,493.31,4W
SES_53344,2024-08-16 16:01:00,2024-08-16 17:52:44,2.59,111.7,46.19,2W
SES_37230,2024-08-05 16:12:00,2024-08-05 17:52:32,3.24,100.5,49.26,2W
SES_22422,2024-04-04 11:10:00,2024-04-04 12:58:09,55.76,108.2,903.83,4W
SES_78375,2024-03-03 14:09:00,2024-03-03 15:09:44,55.75,60.7,946.29,4W
SES_11238,2024-07-10 12:58:00,2024-07-10 14:21:31,9.36,83.5,152.4,3W
SES_45540,2024-11-19 14:19:00,2024-11-19 16:32:21,51.72,133.4,788.71,4W
SES_50810,2024-08-13 11:43:00,2024-08-13 12:29:30,9.06,46.5,155.83,3W
SES_72498,2024-10-27 07:38:00,2024-10-27 09:40:15,20.08,122.3,330.48,4W
SES_34917,2024-10-31 14:25:00,2024-10-31 15:55:32,27.73,90.5,463.64,4W
SES_61056,2024-09-06 17:52:00,2024-09-06 18:52:46,1.69,60.8,30.38,2W
SES_31620,2024-08-01 14:22:00,2024-08-01 15:50:03,1.84,88.1,30.82,2W
SES_59413,2024-03-29 17:20:00,2024-03-29 19:50:42,42.63,150.7,647.5,4W
SES_77597,2024-06-18 14:34:00,2024-06-18 16:05:05,2.66,91.1,41.93,2W
SES_21659,2024-01-11 14:59:00,2024-01-11 17:19:16,46.62,140.3,753.18,4W
SES_44806,2024-06-08 22:09:00,2024-06-08 23:06:15,9.14,57.3,152.63,3W
SES_25624,2024-07-27 14:56:00,2024-07-27 17:06:35,34.09,130.6,573.9,4W
SES_61102,2024-12-14 07:22:00,2024-12-14 08:39:34,5.53,77.6,89.07,3W
SES_46072,2024-10-07 18:28:00,2024-10-07 19:51:16,1.9,83.3,28.74,2W
SES_74957,2024-12-08 03:39:00,2024-12-08 05:37:44,2.46,118.7,40.81,2W
SES_14759,2024-06-09 20:11:00,2024-06-09 21:47:30,3.45,96.5,53.03,2W
SES_24288,2024-11-18 12:46:00,2024-11-18 13:31:00,5.92,45.0,97.89,3W
SES_26585,2024-08-13 09:16:00,2024-08-13 09:58:01,1.95,42.0,31.42,2W
SES_39573,2024-03-31 21:59:00,2024-03-31 22:59:35,8.52,60.6,141.83,3W
SES_70972,2024-08-21 14:02:00,2024-08-21 15:13:17,7.39,71.3,132.15,3W
SES_88434,2024-09-25 23:32:00,2024-09-26 00:35:12,8.72,63.2,130.92,3W
SES_23358,2024-07-23 11:15:00,2024-07-23 12:36:49,37.22,81.8,607.84,4W
SES_62108,2024-04-06 22:28:00,2024-04-06 23:47:09,9.18,79.2,156.38,3W
SES_57766,2024-11-12 18:14:00,2024-11-12 19:34:09,5.5,80.2,92.16,3W
SES_36718,2024-11-18 22:17:00,2024-11-18 23:04:09,8.97,47.2,147.9,3W
SES_41817,2024-08-25 13:40:00,2024-08-25 16:34:09,45.47,174.2,751.69,4W
SES_72745,2024-04-22 10:47:00,2024-04-22 11:22:00,1.82,35.0,29.89,2W
SES_61164,2024-05-18 20:07:00,2024-05-18 21:58:59,25.32,112.0,437.56,4W
SES_10414,2024-10-15 16:49:00,2024-10-15 18:57:25,51.49,128.4,915.31,4W
SES_91431,2024-02-02 03:46:00,2024-02-02 04:52:57,8.9,67.0,139.57,3W
SES_67768,2024-03-23 15:33:00,2024-03-23 17:02:33,7.07,89.6,109.94,3W
SES_76109,2024-04-15 09:33:00,2024-04-15 12:08:25,40.34,155.4,650.25,4W
SES_22434,2024-07-15 17:23:00,2024-07-15 18:29:30,3.07,66.5,51.09,2W
SES_92106,2024-04-29 20:32:00,2024-04-29 21:54:36,6.95,82.6,122.86,3W
SES_39068,2024-03-30 12:08:00,2024-03-30 12:58:50,5.45,50.8,85.37,3W
SES_48267,2024-04-11 18:58:00,2024-04-11 20:05:02,6.41,67.0,100.86,3W
SES_10277,2024-04-20 14:03:00,2024-04-20 15:09:31,5.81,66.5,97.57,3W
SES_85337,2024-11-19 20:19:00,2024-11-19 21:42:39,7.27,83.7,128.27,3W
SES_13981,2024-12-12 18:52:00,2024-12-12 21:22:06,59.81,150.1,1000.41,4W
SES_89435,2024-04-25 07:26:00,2024-04-25 08:26:00,2.89,60.0,46.04,2W
SES_81579,2024-05-01 16:00:00,2024-05-01 17:01:49,9.85,61.8,156.33,3W
SES_28415,2024-03-07 19:59:00,2024-03-07 21:47:54,1.76,108.9,28.11,2W
SES_83387,2024-03-02 12:28:00,2024-03-02 13:09:06,1.67,41.1,27.79,2W
SES_57372,2024-04-20 01:10:00,2024-04-20 02:24:10,22.65,74.2,401.78,4W
SES_35332,2024-12-07 16:00:00,2024-12-07 16:46:37,25.28,46.6,422.48,4W
SES_74046,2024-10-06 21:22:00,2024-10-06 22:51:23,6.39,89.4,113.99,3W
SES_77714,2024-10-09 14:02:00,2024-10-09 15:27:56,6.57,85.9,112.18,3W
SES_96731,2024-07-31 19:59:00,2024-07-31 21:10:30,8.04,71.5,143.07,3W
