session_id,station_id,session_start,session_end,duration_minutes,energy_delivered_kwh,peak_power_kw,average_power_kw,total_cost_inr,cost_per_kwh,user_id,payment_method,charging_completed,connector_type,operator,city,state,session_type,vehicle_type,start_soc_percent,end_soc_percent,temperature_c,session_rating
SES00000804,REAL_0166,2025-09-07 04:20:28,2025-09-07 08:41:28,261,26.64,7.4,6.7,213.09,8.0,USER561773,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,21,68,34,5
SES00000805,REAL_0166,2025-10-01 08:27:28,2025-10-01 10:22:28,115,9.68,7.4,5.2,77.46,8.0,USER790721,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,12,77,26,2
SES00000806,REAL_0166,2025-07-25 03:00:28,2025-07-25 05:43:28,163,15.66,7.4,6.8,125.28,8.0,USER452446,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,21,69,30,4
SES00000807,REAL_0166,2025-07-24 00:23:28,2025-07-24 02:22:28,119,10.95,7.4,5.9,87.59,8.0,USER677529,Card,False,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,26,82,33,4
SES00000808,REAL_0166,2025-07-28 00:15:28,2025-07-28 02:20:28,125,11.16,7.4,5.4,89.28,8.0,USER870819,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,11,68,28,2
SES00000809,REAL_0166,2025-07-10 04:39:28,2025-07-10 06:12:28,93,8.06,7.4,6.2,64.46,8.0,USER158813,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,18,78,32,4
SES00000810,REAL_0166,2025-07-21 04:38:28,2025-07-21 09:00:28,262,29.07,7.4,6.1,232.56,8.0,USER927529,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,38,82,31,2
SES00000811,REAL_0166,2025-08-31 10:02:28,2025-08-31 14:17:28,255,25.51,7.4,6.3,204.06,8.0,USER726940,UPI,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,33,60,36,3
SES00000812,REAL_0166,2025-08-05 04:59:28,2025-08-05 09:36:28,277,22.47,7.4,5.6,179.78,8.0,USER826871,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,31,83,31,2
SES00000813,REAL_0166,2025-08-31 21:34:28,2025-09-01 01:21:28,227,24.4,7.4,5.2,195.23,8.0,USER726589,UPI,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,36,68,25,4
SES00000814,REAL_0166,2025-07-16 04:31:28,2025-07-16 07:12:28,161,14.77,7.4,5.5,118.14,8.0,USER124265,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,34,91,27,5
SES00000815,REAL_0166,2025-07-31 02:14:28,2025-07-31 06:10:28,236,23.52,7.4,6.8,188.18,8.0,USER125232,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,38,95,32,5
SES00000816,REAL_0166,2025-07-19 23:05:28,2025-07-20 02:20:28,195,20.24,7.4,6.3,161.9,8.0,USER757071,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,38,78,30,5
SES00000817,REAL_0166,2025-07-15 03:43:28,2025-07-15 06:30:28,167,14.51,7.4,5.5,116.11,8.0,USER896439,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,39,82,36,4
SES00000818,REAL_0166,2025-09-14 04:03:28,2025-09-14 05:51:28,108,9.22,7.4,6.2,73.8,8.0,USER396823,Card,False,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,23,84,40,4
SES00000819,REAL_0166,2025-09-19 21:47:28,2025-09-20 01:40:28,233,19.77,7.4,6.5,158.18,8.0,USER624614,Cash,False,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,25,87,22,2
SES00000820,REAL_0166,2025-07-31 10:18:28,2025-07-31 14:46:28,268,27.46,7.4,6.7,219.72,8.0,USER987909,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,15,79,29,5
SES00000821,REAL_0166,2025-10-04 06:48:28,2025-10-04 08:05:28,77,8.28,7.4,5.8,66.24,8.0,USER945017,UPI,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,39,72,32,4
SES00000822,REAL_0166,2025-09-13 11:27:28,2025-09-13 14:45:28,198,17.38,7.4,6.9,139.05,8.0,USER653049,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,37,91,39,2
SES00000823,REAL_0166,2025-08-23 06:46:28,2025-08-23 11:33:28,287,30.48,7.4,5.5,243.82,8.0,USER401321,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,30,73,20,5
SES00000824,REAL_0166,2025-08-23 05:30:28,2025-08-23 09:34:28,244,23.35,7.4,5.9,186.84,8.0,USER618180,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,19,69,38,5
SES00000825,REAL_0166,2025-09-03 05:59:28,2025-09-03 07:24:28,85,7.49,7.4,6.2,59.88,8.0,USER688062,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,16,83,36,1
SES00000826,REAL_0166,2025-08-28 01:21:28,2025-08-28 06:04:28,283,30.08,7.4,6.4,240.6,8.0,USER809922,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,17,94,33,2
SES00000827,REAL_0166,2025-08-29 06:16:28,2025-08-29 10:24:28,248,24.73,7.4,6.1,197.81,8.0,USER669434,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,27,67,31,5
SES00000828,REAL_0166,2025-07-08 08:05:28,2025-07-08 10:51:28,166,17.03,7.4,6.9,136.21,8.0,USER734171,Cash,False,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,17,78,25,1
SES00000829,REAL_0166,2025-09-25 01:42:28,2025-09-25 03:28:28,106,8.69,7.4,7.0,69.54,8.0,USER624141,UPI,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,18,91,29,5
SES00000830,REAL_0166,2025-08-16 02:19:28,2025-08-16 05:41:28,202,21.15,7.4,6.3,169.24,8.0,USER993367,UPI,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,Commercial,12,61,36,4
SES00000831,REAL_0166,2025-09-23 23:25:28,2025-09-24 00:57:28,92,8.68,7.4,6.4,69.47,8.0,USER872230,UPI,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,38,84,23,3
SES00000832,REAL_0166,2025-07-22 02:40:28,2025-07-22 06:38:28,238,21.22,7.4,6.7,169.77,8.0,USER323609,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,13,62,31,5
SES00000833,REAL_0166,2025-09-06 02:34:28,2025-09-06 05:31:28,177,19.28,7.4,5.8,154.2,8.0,USER431561,Cash,False,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,2-Wheeler,23,67,20,4
SES00000834,REAL_0166,2025-08-17 23:49:28,2025-08-18 03:46:28,237,22.98,7.4,5.5,183.84,8.0,USER798383,Wallet,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,11,70,28,2
SES00000835,REAL_0166,2025-08-12 23:46:28,2025-08-13 02:44:28,178,16.79,7.4,6.8,134.34,8.0,USER228374,Card,True,"Type 2, Bharat AC-001",Ather Energy,Mumbai,Maharashtra,AC Fast,4-Wheeler,33,69,20,4
SES00000836,REAL_0184,2025-09-20 22:14:28,2025-09-20 22:44:28,30,25.13,60.0,46.4,376.93,15.0,USER629615,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,18,82,33,2
SES00000837,REAL_0184,2025-08-09 11:34:28,2025-08-09 12:11:28,37,30.36,60.0,53.5,455.46,15.0,USER617993,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,33,60,36,2
SES00000838,REAL_0184,2025-08-04 01:43:28,2025-08-04 02:08:28,25,18.12,60.0,48.3,271.86,15.0,USER103596,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,16,71,23,4
SES00000839,REAL_0184,2025-08-12 06:02:28,2025-08-12 06:31:28,29,20.89,60.0,44.4,313.38,15.0,USER346321,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,18,60,25,4
SES00000840,REAL_0184,2025-08-28 19:40:28,2025-08-28 19:57:28,17,12.24,60.0,53.8,183.58,15.0,USER556872,Wallet,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,24,68,40,5
SES00000841,REAL_0184,2025-08-23 20:09:28,2025-08-23 20:30:28,21,14.47,60.0,54.0,216.98,15.0,USER160452,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,29,66,26,4
SES00000842,REAL_0184,2025-07-24 21:47:28,2025-07-24 22:10:28,23,18.13,60.0,55.5,271.89,15.0,USER939603,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,38,92,35,2
SES00000843,REAL_0184,2025-09-11 00:30:28,2025-09-11 00:49:28,19,16.11,60.0,51.4,241.61,15.0,USER171608,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,10,91,24,4
SES00000844,REAL_0184,2025-07-10 07:08:28,2025-07-10 07:26:28,18,16.08,60.0,43.1,241.18,15.0,USER770532,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,24,89,20,4
SES00000845,REAL_0184,2025-09-26 04:01:28,2025-09-26 04:33:28,32,27.83,60.0,51.1,417.51,15.0,USER477589,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,13,65,29,1
SES00000846,REAL_0184,2025-07-10 21:14:28,2025-07-10 21:34:28,20,17.84,60.0,47.8,267.58,15.0,USER433890,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,21,77,34,5
SES00000847,REAL_0184,2025-08-06 11:28:28,2025-08-06 12:12:28,44,29.19,60.0,50.1,437.79,15.0,USER457357,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,34,67,37,4
SES00000848,REAL_0184,2025-09-17 04:00:28,2025-09-17 04:27:28,27,19.31,60.0,56.1,289.68,15.0,USER708690,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,10,89,31,5
SES00000849,REAL_0184,2025-07-30 21:16:28,2025-07-30 21:54:28,38,25.87,60.0,54.0,388.01,15.0,USER353009,Cash,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,33,88,21,5
SES00000850,REAL_0184,2025-09-19 07:19:28,2025-09-19 07:54:28,35,27.49,60.0,48.7,412.29,15.0,USER271833,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,33,64,21,3
SES00000851,REAL_0184,2025-10-01 05:00:28,2025-10-01 05:38:28,38,27.12,60.0,56.3,406.77,15.0,USER801814,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,37,91,38,4
SES00000852,REAL_0184,2025-09-08 21:41:28,2025-09-08 22:11:28,30,25.7,60.0,48.0,385.5,15.0,USER618825,Card,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,14,95,28,5
SES00000853,REAL_0184,2025-08-16 06:41:28,2025-08-16 07:20:28,39,25.63,60.0,47.7,384.38,15.0,USER662239,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,30,73,36,5
SES00000854,REAL_0184,2025-07-13 22:53:28,2025-07-13 23:14:28,21,18.89,60.0,47.8,283.4,15.0,USER544934,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,38,66,34,5
SES00000855,REAL_0184,2025-10-01 02:47:28,2025-10-01 03:03:28,16,11.77,60.0,53.6,176.59,15.0,USER797248,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,20,69,24,4
SES00000856,REAL_0184,2025-08-20 07:18:28,2025-08-20 07:48:28,30,26.87,60.0,49.9,403.09,15.0,USER261192,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,16,80,22,5
SES00000857,REAL_0184,2025-08-06 11:14:28,2025-08-06 11:56:28,42,32.42,60.0,45.9,486.35,15.0,USER383740,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,40,68,32,4
SES00000858,REAL_0184,2025-08-03 01:49:28,2025-08-03 02:10:28,21,17.77,60.0,53.4,266.58,15.0,USER211117,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,27,92,38,5
SES00000859,REAL_0184,2025-09-09 21:47:28,2025-09-09 22:25:28,38,30.93,60.0,43.5,463.95,15.0,USER273073,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,34,76,33,5
SES00000860,REAL_0184,2025-08-19 19:34:28,2025-08-19 19:57:28,23,20.19,60.0,53.4,302.82,15.0,USER983549,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,13,88,31,1
SES00000861,REAL_0184,2025-08-18 10:40:28,2025-08-18 11:24:28,44,31.31,60.0,51.7,469.71,15.0,USER744458,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,14,69,36,4
SES00000862,REAL_0184,2025-09-30 06:08:28,2025-09-30 06:45:28,37,24.35,60.0,54.3,365.18,15.0,USER367131,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,16,76,39,2
SES00000863,REAL_0184,2025-07-30 05:45:28,2025-07-30 06:19:28,34,25.83,60.0,45.2,387.43,15.0,USER146846,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,22,62,36,4
SES00000864,REAL_0184,2025-08-03 01:06:28,2025-08-03 01:23:28,17,13.29,60.0,56.0,199.3,15.0,USER294830,Cash,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,19,86,24,4
SES00000865,REAL_0184,2025-09-01 00:12:28,2025-09-01 00:56:28,44,35.36,60.0,44.7,530.34,15.0,USER166597,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,35,61,35,3
SES00000866,REAL_0184,2025-09-29 09:58:28,2025-09-29 10:19:28,21,16.78,60.0,43.1,251.74,15.0,USER193706,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,19,76,36,4
SES00000867,REAL_0184,2025-09-14 21:51:28,2025-09-14 22:17:28,26,22.91,60.0,55.0,343.69,15.0,USER810031,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,29,72,21,4
SES00000868,REAL_0184,2025-10-04 10:00:28,2025-10-04 10:37:28,37,32.54,60.0,43.1,488.15,15.0,USER275113,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,17,78,40,4
SES00000869,REAL_0184,2025-08-02 07:10:28,2025-08-02 07:51:28,41,36.6,60.0,42.9,548.94,15.0,USER394520,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,13,89,27,5
SES00000870,REAL_0184,2025-09-08 01:12:28,2025-09-08 01:43:28,31,20.28,60.0,42.2,304.19,15.0,USER827375,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,17,61,24,2
SES00000871,REAL_0184,2025-08-29 06:36:28,2025-08-29 07:06:28,30,25.28,60.0,54.0,379.22,15.0,USER287116,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,10,81,33,5
SES00000872,REAL_0184,2025-09-02 03:42:28,2025-09-02 04:24:28,42,32.54,60.0,45.9,488.15,15.0,USER909822,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,19,64,36,1
SES00000873,REAL_0184,2025-08-18 19:35:28,2025-08-18 19:58:28,23,18.7,60.0,46.3,280.48,15.0,USER942541,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,26,62,28,4
SES00000874,REAL_0184,2025-09-23 10:19:28,2025-09-23 10:45:28,26,18.7,60.0,48.1,280.48,15.0,USER439263,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,20,66,20,5
SES00000875,REAL_0184,2025-07-15 00:24:28,2025-07-15 00:48:28,24,16.08,60.0,46.9,241.25,15.0,USER594748,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,19,94,25,4
SES00000876,REAL_0184,2025-08-25 19:43:28,2025-08-25 20:08:28,25,18.43,60.0,49.0,276.44,15.0,USER229695,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,38,82,25,2
SES00000877,REAL_0184,2025-09-09 21:48:28,2025-09-09 22:29:28,41,29.01,60.0,49.9,435.19,15.0,USER338049,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,26,66,31,2
SES00000878,REAL_0184,2025-09-25 09:15:28,2025-09-25 09:31:28,16,12.47,60.0,54.6,187.12,15.0,USER821477,Wallet,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,15,74,21,4
SES00000879,REAL_0184,2025-09-17 06:40:28,2025-09-17 07:00:28,20,15.22,60.0,45.1,228.27,15.0,USER178237,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,12,90,20,5
SES00000880,REAL_0184,2025-07-10 20:08:28,2025-07-10 20:47:28,39,28.46,60.0,47.1,426.89,15.0,USER133719,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,10,90,22,4
SES00000881,REAL_0184,2025-08-02 09:01:28,2025-08-02 09:41:28,40,34.65,60.0,51.1,519.76,15.0,USER490754,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,37,91,36,4
SES00000882,REAL_0184,2025-07-10 19:52:28,2025-07-10 20:14:28,22,15.45,60.0,43.7,231.79,15.0,USER368179,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,38,70,27,3
SES00000883,REAL_0184,2025-08-29 11:50:28,2025-08-29 12:06:28,16,13.16,60.0,42.3,197.33,15.0,USER537919,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,17,69,31,4
SES00000884,REAL_0184,2025-08-03 20:30:28,2025-08-03 20:50:28,20,15.38,60.0,54.2,230.75,15.0,USER940413,UPI,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,35,76,33,2
SES00000885,REAL_0184,2025-10-01 21:28:28,2025-10-01 21:56:28,28,19.51,60.0,56.5,292.66,15.0,USER513217,Cash,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,25,65,35,5
SES00000886,REAL_0184,2025-09-13 01:37:28,2025-09-13 02:19:28,42,37.71,60.0,55.0,565.71,15.0,USER527740,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,29,82,20,2
SES00000887,REAL_0184,2025-08-28 07:03:28,2025-08-28 07:44:28,41,32.92,60.0,54.7,493.76,15.0,USER823985,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,28,95,26,4
SES00000888,REAL_0184,2025-07-28 10:44:28,2025-07-28 11:01:28,17,12.41,60.0,42.6,186.11,15.0,USER543610,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,11,93,37,4
SES00000889,REAL_0184,2025-07-20 06:44:28,2025-07-20 07:26:28,42,36.87,60.0,55.0,553.02,15.0,USER598047,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,33,81,25,4
SES00000890,REAL_0184,2025-09-14 22:03:28,2025-09-14 22:33:28,30,21.12,60.0,54.3,316.82,15.0,USER390213,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,34,92,26,2
SES00000891,REAL_0184,2025-09-20 22:47:28,2025-09-20 23:19:28,32,27.11,60.0,51.4,406.7,15.0,USER983488,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,33,69,23,5
SES00000892,REAL_0184,2025-07-13 01:36:28,2025-07-13 02:01:28,25,21.65,60.0,45.9,324.68,15.0,USER414713,Card,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,40,94,33,2
SES00000893,REAL_0184,2025-08-11 07:21:28,2025-08-11 08:00:28,39,30.88,60.0,42.9,463.13,15.0,USER302245,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,24,60,22,4
SES00000894,REAL_0184,2025-08-16 09:36:28,2025-08-16 10:01:28,25,21.91,60.0,42.5,328.61,15.0,USER639708,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,15,71,20,4
SES00000895,REAL_0184,2025-09-22 04:09:28,2025-09-22 04:42:28,33,28.71,60.0,50.9,430.64,15.0,USER510529,Wallet,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,31,80,31,4
SES00000896,REAL_0184,2025-07-12 19:41:28,2025-07-12 20:26:28,45,39.53,60.0,43.7,592.97,15.0,USER705608,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,37,95,31,4
SES00000897,REAL_0184,2025-09-22 01:05:28,2025-09-22 01:29:28,24,17.06,60.0,54.4,255.86,15.0,USER795060,UPI,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,27,92,40,4
SES00000898,REAL_0184,2025-07-13 23:17:28,2025-07-13 23:48:28,31,21.2,60.0,45.4,318.06,15.0,USER795653,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,16,82,38,2
SES00000899,REAL_0184,2025-09-05 01:47:28,2025-09-05 02:14:28,27,17.73,60.0,55.2,265.89,15.0,USER881403,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,35,83,29,4
SES00000900,REAL_0184,2025-09-06 08:32:28,2025-09-06 08:54:28,22,19.31,60.0,57.0,289.72,15.0,USER628351,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,26,89,37,5
SES00000901,REAL_0184,2025-07-29 22:25:28,2025-07-29 23:05:28,40,27.84,60.0,53.4,417.54,15.0,USER488076,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,17,88,22,3
SES00000902,REAL_0184,2025-08-07 21:38:28,2025-08-07 22:12:28,34,29.81,60.0,45.7,447.18,15.0,USER600700,Cash,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,24,90,32,3
SES00000903,REAL_0184,2025-09-16 03:07:28,2025-09-16 03:30:28,23,15.06,60.0,51.0,225.92,15.0,USER105705,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,28,77,37,5
SES00000904,REAL_0184,2025-09-15 03:32:28,2025-09-15 04:02:28,30,20.31,60.0,42.3,304.67,15.0,USER274939,Wallet,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,37,90,23,3
SES00000905,REAL_0184,2025-09-07 06:23:28,2025-09-07 07:03:28,40,33.07,60.0,42.2,495.99,15.0,USER462834,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,13,87,32,3
SES00000906,REAL_0184,2025-09-20 00:49:28,2025-09-20 01:30:28,41,35.27,60.0,56.3,529.07,15.0,USER100270,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,38,71,38,5
SES00000907,REAL_0184,2025-07-23 12:03:28,2025-07-23 12:35:28,32,28.57,60.0,43.5,428.61,15.0,USER919367,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,38,82,24,5
SES00000908,REAL_0184,2025-09-28 03:19:28,2025-09-28 03:50:28,31,20.45,60.0,55.0,306.7,15.0,USER594337,UPI,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,4-Wheeler,40,86,32,3
SES00000909,REAL_0184,2025-08-11 06:20:28,2025-08-11 06:47:28,27,19.14,60.0,54.2,287.05,15.0,USER230558,UPI,False,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,24,60,27,5
SES00000910,REAL_0184,2025-09-17 11:39:28,2025-09-17 12:14:28,35,26.79,60.0,43.9,401.88,15.0,USER983836,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,18,69,27,5
SES00000911,REAL_0184,2025-09-10 10:27:28,2025-09-10 10:58:28,31,23.07,60.0,44.6,346.11,15.0,USER527463,Card,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,2-Wheeler,38,86,27,2
SES00000912,REAL_0184,2025-09-09 00:48:28,2025-09-09 01:20:28,32,21.28,60.0,50.0,319.18,15.0,USER639852,Cash,True,"CCS, CHAdeMO",ChargePoint,Mumbai,Maharashtra,DC Fast,Commercial,19,71,24,5
