session_id,start_time,end_time,energy_kwh,duration_hours,cost_inr,vehicle_type,duration_calc_hours,cost_per_kwh,hour_of_day,day_of_week,is_weekend,month
SES_11252,2024-08-25 21:04:00,2024-08-25 22:20:59,5.25,77.0,81.62,3W,1.2830555555555556,15.546666666666667,21,6,1,8
SES_11380,2024-08-08 09:34:00,2024-08-08 11:27:13,2.14,113.2,32.99,2W,1.8869444444444445,15.41588785046729,9,3,0,8
SES_65322,2024-03-18 18:56:00,2024-03-18 20:45:34,1.73,109.6,26.27,2W,1.826111111111111,15.184971098265896,18,0,0,3
SES_59326,2024-09-17 01:54:00,2024-09-17 03:15:59,3.32,82.0,58.55,2W,1.3663888888888889,17.6355421686747,1,1,0,9
SES_36980,2024-01-12 06:58:00,2024-01-12 08:13:11,1.57,75.2,24.67,2W,1.2530555555555556,15.713375796178344,6,4,0,1
SES_93570,2024-01-25 20:10:00,2024-01-25 21:45:53,1.92,95.9,33.14,2W,1.5980555555555556,17.260416666666668,20,3,0,1
SES_68675,2024-10-29 13:06:00,2024-10-29 14:51:44,1.86,105.7,32.2,2W,1.7622222222222221,17.311827956989248,13,1,0,10
SES_79180,2024-11-11 16:46:00,2024-11-11 17:36:30,9.08,50.5,145.67,3W,0.8416666666666667,16.04295154185022,16,0,0,11
SES_63232,2024-10-05 06:24:00,2024-10-05 08:55:08,22.94,151.1,373.47,4W,2.5188888888888887,16.280296425457717,6,5,1,10
SES_97422,2024-11-25 13:14:00,2024-11-25 14:24:02,5.33,70.0,86.9,3W,1.1672222222222222,16.303939962476548,13,0,0,11
SES_24506,2024-01-08 18:27:00,2024-01-08 19:49:27,29.17,82.5,520.31,4W,1.3741666666666668,17.83716146726088,18,0,0,1
SES_64057,2024-08-31 23:49:00,2024-09-01 02:17:34,24.2,148.6,402.13,4W,2.476111111111111,16.61694214876033,23,5,1,8
SES_17242,2024-05-31 19:34:00,2024-05-31 20:52:20,3.21,78.3,57.77,2W,1.3055555555555556,17.996884735202492,19,4,0,5
SES_38554,2024-03-23 07:18:00,2024-03-23 09:55:25,40.58,157.4,613.29,4W,2.623611111111111,15.113109906357812,7,5,1,3
SES_71020,2024-02-11 20:55:00,2024-02-11 22:16:02,6.69,81.0,102.11,3W,1.3505555555555555,15.263079222720478,20,6,1,2
SES_41668,2024-11-20 06:59:00,2024-11-20 08:04:29,2.94,65.5,52.05,2W,1.091388888888889,17.70408163265306,6,2,0,11
SES_36359,2024-01-20 10:08:00,2024-01-20 11:10:43,38.53,62.7,661.92,4W,1.0452777777777778,17.179340773423306,10,5,1,1
SES_74355,2024-11-14 21:38:00,2024-11-14 22:37:33,3.26,59.6,58.67,2W,0.9925,17.996932515337424,21,3,0,11
SES_88231,2024-09-12 21:23:00,2024-09-12 22:16:10,6.46,53.2,115.41,3W,0.8861111111111111,17.86532507739938,21,3,0,9
SES_23785,2024-04-13 21:45:00,2024-04-13 23:37:00,40.36,112.0,626.03,4W,1.8666666666666667,15.511149653121903,21,5,1,4
SES_87009,2024-04-01 13:27:00,2024-04-01 15:42:43,33.44,135.7,570.78,4W,2.2619444444444445,17.068779904306222,13,0,0,4
SES_68858,2024-06-09 18:22:00,2024-06-09 20:02:44,2.28,100.7,37.73,2W,1.6788888888888889,16.54824561403509,18,6,1,6
SES_60236,2024-07-05 09:34:00,2024-07-05 10:16:23,2.46,42.4,40.05,2W,0.7063888888888888,16.28048780487805,9,4,0,7
SES_39464,2024-01-11 07:22:00,2024-01-11 09:59:25,38.5,157.4,642.91,4W,2.623611111111111,16.698961038961038,7,3,0,1
SES_51221,2024-11-01 07:06:00,2024-11-01 09:44:40,25.56,158.7,396.8,4W,2.6444444444444444,15.524256651017216,7,4,0,11
SES_81591,2024-09-11 15:58:00,2024-09-11 18:12:42,25.73,134.7,399.74,4W,2.245,15.535950252623397,15,2,0,9
SES_10079,2024-11-02 20:09:00,2024-11-02 21:50:04,2.67,101.1,41.37,2W,1.6844444444444444,15.49438202247191,20,5,1,11
SES_65166,2024-02-04 06:49:00,2024-02-04 09:48:58,25.26,180.0,386.25,4W,2.9994444444444444,15.290973871733966,6,6,1,2
SES_28899,2024-09-26 18:57:00,2024-09-26 21:39:26,21.83,162.4,360.86,4W,2.707222222222222,16.53046266605589,18,3,0,9
SES_94925,2024-03-02 10:58:00,2024-03-02 13:17:37,58.97,139.6,1028.56,4W,2.3269444444444445,17.442089197897236,10,5,1,3
SES_35496,2024-08-13 22:13:00,2024-08-14 00:32:55,51.45,139.9,843.01,4W,2.3319444444444444,16.38503401360544,22,1,0,8
SES_61212,2024-05-08 19:16:00,2024-05-08 20:14:38,7.55,58.6,117.84,3W,0.9772222222222222,15.60794701986755,19,2,0,5
SES_57304,2024-12-26 19:32:00,2024-12-26 20:47:21,3.06,75.4,52.27,2W,1.2558333333333334,17.08169934640523,19,3,0,12
SES_14359,2024-01-21 18:30:00,2024-01-21 19:15:43,6.12,45.7,95.96,3W,0.7619444444444444,15.679738562091503,18,6,1,1
SES_51773,2024-08-31 11:45:00,2024-08-31 13:36:53,2.78,111.9,44.84,2W,1.8647222222222222,16.1294964028777,11,5,1,8
SES_25604,2024-05-28 13:02:00,2024-05-28 13:38:45,1.87,36.8,31.42,2W,0.6125,16.802139037433154,13,1,0,5
SES_71795,2024-05-10 03:52:00,2024-05-10 06:39:51,34.67,167.9,608.53,4W,2.7975,17.552062301701756,3,4,0,5
SES_22397,2024-07-01 21:33:00,2024-07-01 23:00:06,27.55,87.1,464.6,4W,1.4516666666666667,16.86388384754991,21,0,0,7
SES_15821,2024-05-19 23:46:00,2024-05-20 00:40:45,43.14,54.8,691.06,4W,0.9125,16.019007881316643,23,6,1,5
SES_92722,2024-07-30 19:01:00,2024-07-30 20:15:07,6.97,74.1,112.09,3W,1.2352777777777777,16.08177905308465,19,1,0,7
SES_61286,2024-10-17 20:42:00,2024-10-17 21:27:34,2.6,45.6,44.34,2W,0.7594444444444445,17.053846153846155,20,3,0,10
SES_86560,2024-08-14 12:03:00,2024-08-14 13:15:55,36.05,72.9,618.13,4W,1.2152777777777777,17.146463245492374,12,2,0,8
SES_53623,2024-07-05 14:33:00,2024-07-05 16:10:52,30.73,97.9,528.6,4W,1.6311111111111112,17.20143182557761,14,4,0,7
SES_85500,2024-11-15 17:05:00,2024-11-15 19:04:39,30.76,119.7,489.27,4W,1.9941666666666666,15.906046814044212,17,4,0,11
SES_78589,2024-05-22 13:02:00,2024-05-22 13:47:57,9.62,46.0,166.34,3W,0.7658333333333334,17.291060291060294,13,2,0,5
SES_15826,2024-09-08 17:14:00,2024-09-08 18:17:59,7.14,64.0,117.47,3W,1.0663888888888888,16.452380952380953,17,6,1,9
SES_14457,2024-08-18 04:39:00,2024-08-18 05:34:03,9.92,55.1,158.37,3W,0.9175,15.964717741935484,4,6,1,8
SES_12583,2024-08-10 18:25:00,2024-08-10 19:35:57,7.24,71.0,109.1,3W,1.1825,15.069060773480661,18,5,1,8
SES_37474,2024-07-14 20:30:00,2024-07-14 21:23:19,7.7,53.3,123.52,3W,0.8886111111111111,16.04155844155844,20,6,1,7
SES_32175,2024-01-13 21:14:00,2024-01-13 22:41:38,2.39,87.6,40.3,2W,1.4605555555555556,16.861924686192467,21,5,1,1
SES_26536,2024-02-15 01:47:00,2024-02-15 02:42:10,36.42,55.2,625.41,4W,0.9194444444444444,17.172158154859964,1,3,0,2
SES_63008,2024-02-06 16:02:00,2024-02-06 17:28:15,1.88,86.3,30.19,2W,1.4375,16.058510638297875,16,1,0,2
SES_56676,2024-08-10 22:47:00,2024-08-10 23:40:53,7.28,53.9,124.46,3W,0.8980555555555556,17.096153846153843,22,5,1,8
SES_49555,2024-07-07 14:51:00,2024-07-07 16:15:47,6.83,84.8,106.68,3W,1.4130555555555555,15.619326500732065,14,6,1,7
SES_56508,2024-10-02 13:24:00,2024-10-02 14:23:09,7.94,59.2,123.59,3W,0.9858333333333333,15.565491183879093,13,2,0,10
SES_29836,2024-10-12 11:20:00,2024-10-12 12:33:48,1.73,73.8,29.25,2W,1.23,16.90751445086705,11,5,1,10
SES_67902,2024-04-11 11:53:00,2024-04-11 12:46:46,7.59,53.8,124.28,3W,0.8961111111111111,16.374176548089594,11,3,0,4
SES_86441,2024-09-03 03:46:00,2024-09-03 04:43:24,36.23,57.4,548.62,4W,0.9566666666666667,15.14269942036986,3,1,0,9
SES_87601,2024-01-10 18:10:00,2024-01-10 19:03:19,51.2,53.3,918.96,4W,0.8886111111111111,17.9484375,18,2,0,1
SES_21114,2024-02-23 22:50:00,2024-02-23 23:57:18,5.66,67.3,87.65,3W,1.1216666666666666,15.485865724381625,22,4,0,2
SES_24965,2024-04-19 14:08:00,2024-04-19 15:51:53,2.87,103.9,45.84,2W,1.7313888888888889,15.97212543554007,14,4,0,4
SES_39144,2024-04-27 08:36:00,2024-04-27 11:26:41,38.62,170.7,667.9,4W,2.8447222222222224,17.294148109787674,8,5,1,4
SES_47411,2024-03-19 07:42:00,2024-03-19 08:51:57,51.77,70.0,885.84,4W,1.1658333333333333,17.11106818620823,7,1,0,3
SES_30904,2024-05-18 16:50:00,2024-05-18 17:47:28,1.9,57.5,33.49,2W,0.9577777777777777,17.626315789473686,16,5,1,5
SES_42743,2024-09-28 16:47:00,2024-09-28 18:03:02,9.64,76.0,156.07,3W,1.2672222222222222,16.189834024896264,16,5,1,9
SES_34815,2024-04-26 13:42:00,2024-04-26 16:36:18,24.94,174.3,427.26,4W,2.905,17.13151563753007,13,4,0,4
SES_70258,2024-10-07 23:23:00,2024-10-08 00:28:44,2.28,65.7,40.91,2W,1.0955555555555556,17.94298245614035,23,0,0,10
SES_25620,2024-02-27 06:01:00,2024-02-27 06:41:52,2.43,40.9,36.95,2W,0.6811111111111111,15.205761316872428,6,1,0,2
SES_55883,2024-07-28 13:33:00,2024-07-28 14:57:33,27.66,84.6,456.94,4W,1.4091666666666667,16.51988430947216,13,6,1,7
SES_92135,2024-05-22 21:10:00,2024-05-22 23:07:14,2.43,117.2,37.72,2W,1.9538888888888888,15.522633744855966,21,2,0,5
SES_44258,2024-01-01 02:52:00,2024-01-01 03:54:58,6.16,63.0,99.37,3W,1.0494444444444444,16.131493506493506,2,0,0,1
SES_93399,2024-10-16 06:54:00,2024-10-16 08:13:25,7.53,79.4,114.55,3W,1.323611111111111,15.212483399734396,6,2,0,10
SES_18661,2024-10-01 09:02:00,2024-10-01 11:16:20,59.52,134.3,946.22,4W,2.238888888888889,15.897513440860214,9,1,0,10
SES_74106,2024-10-03 23:39:00,2024-10-04 00:35:19,1.6,56.3,25.32,2W,0.9386111111111111,15.825,23,3,0,10
SES_49684,2024-09-17 16:19:00,2024-09-17 18:16:46,2.91,117.8,52.1,2W,1.9627777777777777,17.903780068728523,16,1,0,9
SES_38191,2024-06-01 01:41:00,2024-06-01 03:22:53,1.78,101.9,29.5,2W,1.6980555555555557,16.573033707865168,1,5,1,6
SES_98415,2024-06-13 16:15:00,2024-06-13 17:18:31,2.58,63.5,43.17,2W,1.0586111111111112,16.732558139534884,16,3,0,6
SES_11697,2024-07-01 15:46:00,2024-07-01 17:31:19,55.82,105.3,885.58,4W,1.7552777777777777,15.864922966678611,15,0,0,7
SES_53598,2024-02-24 14:17:00,2024-02-24 16:22:51,30.08,125.9,508.16,4W,2.0975,16.893617021276597,14,5,1,2
SES_25341,2024-02-02 06:11:00,2024-02-02 08:08:17,2.26,117.3,37.81,2W,1.9547222222222222,16.730088495575224,6,4,0,2
SES_43227,2024-07-20 22:12:00,2024-07-20 23:29:28,9.51,77.5,150.28,3W,1.291111111111111,15.802313354363829,22,5,1,7
SES_15902,2024-11-23 12:23:00,2024-11-23 14:13:03,52.52,110.1,941.06,4W,1.8341666666666667,17.918126428027417,12,5,1,11
SES_88734,2024-11-18 18:20:00,2024-11-18 19:52:17,49.53,92.3,837.13,4W,1.5380555555555555,16.90147385422976,18,0,0,11
SES_89068,2024-11-04 19:47:00,2024-11-04 20:51:53,5.6,64.9,87.39,3W,1.081388888888889,15.605357142857144,19,0,0,11
SES_85491,2024-01-28 19:37:00,2024-01-28 21:03:41,8.47,86.7,150.26,3W,1.4447222222222222,17.740259740259738,19,6,1,1
SES_96051,2024-02-09 08:02:00,2024-02-09 10:46:37,21.35,164.6,347.63,4W,2.743611111111111,16.282435597189693,8,4,0,2
SES_32605,2024-04-25 16:30:00,2024-04-25 19:21:28,33.22,171.5,501.97,4W,2.8577777777777778,15.110475617098135,16,3,0,4
SES_54777,2024-11-23 11:50:00,2024-11-23 14:30:18,23.54,160.3,416.08,4W,2.671666666666667,17.675446049277824,11,5,1,11
SES_86984,2024-08-20 20:03:00,2024-08-20 21:12:50,9.06,69.8,162.23,3W,1.163888888888889,17.906181015452535,20,1,0,8
SES_90549,2024-07-16 16:24:00,2024-07-16 17:18:59,7.19,55.0,128.35,3W,0.9163888888888889,17.85118219749652,16,1,0,7
SES_37382,2024-05-12 04:04:00,2024-05-12 05:08:18,9.94,64.3,171.89,3W,1.0716666666666668,17.292756539235413,4,6,1,5
SES_44024,2024-05-15 21:30:00,2024-05-15 22:46:31,9.15,76.5,155.01,3W,1.2752777777777777,16.940983606557374,21,2,0,5
SES_93500,2024-08-20 08:12:00,2024-08-20 10:51:45,25.9,159.8,458.12,4W,2.6625,17.688030888030887,8,1,0,8
SES_64861,2024-09-04 19:11:00,2024-09-04 22:00:15,42.12,169.3,687.04,4W,2.8208333333333333,16.311490978157646,19,2,0,9
SES_42272,2024-06-23 08:35:00,2024-06-23 11:16:26,29.01,161.4,499.31,4W,2.6905555555555556,17.211651154774216,8,6,1,6
SES_11068,2024-09-21 17:30:00,2024-09-21 20:09:36,57.4,159.6,996.38,4W,2.66,17.358536585365854,17,5,1,9
SES_14338,2024-02-23 19:45:00,2024-02-23 21:17:36,2.04,92.6,31.04,2W,1.5433333333333332,15.215686274509803,19,4,0,2
SES_64138,2024-08-16 00:55:00,2024-08-16 02:21:36,1.54,86.6,25.76,2W,1.4433333333333334,16.727272727272727,0,4,0,8
SES_19840,2024-08-05 23:20:00,2024-08-06 00:41:53,49.26,81.9,797.85,4W,1.3647222222222222,16.196711327649208,23,0,0,8
SES_48984,2024-04-04 18:06:00,2024-04-04 19:03:53,9.04,57.9,145.89,3W,0.9647222222222223,16.138274336283185,18,3,0,4
SES_46920,2024-09-04 15:27:00,2024-09-04 18:04:54,45.37,157.9,803.04,4W,2.631666666666667,17.699801631033722,15,2,0,9
SES_40262,2024-10-23 22:30:00,2024-10-23 23:47:34,1.84,77.6,29.39,2W,1.2927777777777778,15.972826086956522,22,2,0,10
SES_57794,2024-10-28 23:47:00,2024-10-29 01:11:28,34.64,84.5,566.97,4W,1.4077777777777778,16.367494226327945,23,0,0,10
SES_39597,2024-03-28 08:00:00,2024-03-28 08:51:01,3.22,51.0,55.78,2W,0.8502777777777778,17.322981366459626,8,3,0,3
SES_71071,2024-02-21 13:05:00,2024-02-21 13:50:37,6.4,45.6,100.1,3W,0.7602777777777778,15.640624999999998,13,2,0,2
SES_40274,2024-02-13 03:04:00,2024-02-13 04:06:09,1.72,62.2,26.14,2W,1.0358333333333334,15.197674418604652,3,1,0,2
SES_30107,2024-02-08 02:35:00,2024-02-08 03:08:27,2.31,33.5,41.17,2W,0.5575,17.82251082251082,2,3,0,2
SES_14339,2024-05-18 18:17:00,2024-05-18 19:38:17,2.96,81.3,50.84,2W,1.3547222222222222,17.175675675675677,18,5,1,5
SES_42032,2024-08-07 16:45:00,2024-08-07 18:11:11,7.96,86.2,119.75,3W,1.436388888888889,15.043969849246231,16,2,0,8
SES_34903,2024-03-01 18:31:00,2024-03-01 19:54:26,3.5,83.4,62.91,2W,1.3905555555555555,17.974285714285713,18,4,0,3
SES_57568,2024-05-18 13:58:00,2024-05-18 15:30:06,43.88,92.1,720.71,4W,1.535,16.424567000911576,13,5,1,5
SES_17309,2024-12-09 13:33:00,2024-12-09 16:14:44,27.84,161.7,484.61,4W,2.6955555555555555,17.406968390804597,13,0,0,12
SES_46905,2024-04-28 13:36:00,2024-04-28 15:31:19,44.68,115.3,692.93,4W,1.9219444444444445,15.508728737690241,13,6,1,4
SES_70298,2024-03-08 14:19:00,2024-03-08 15:26:46,42.36,67.8,709.52,4W,1.1294444444444445,16.749763928234184,14,4,0,3
SES_89669,2024-12-27 20:02:00,2024-12-27 21:08:55,34.88,66.9,531.7,4W,1.1152777777777778,15.243692660550458,20,4,0,12
SES_13135,2024-08-20 22:43:00,2024-08-20 23:15:15,1.52,32.3,27.23,2W,0.5375,17.914473684210527,22,1,0,8
SES_37518,2024-12-04 07:07:00,2024-12-04 08:24:25,5.94,77.4,89.17,3W,1.2902777777777779,15.01178451178451,7,2,0,12
SES_34361,2024-06-29 17:48:00,2024-06-29 18:32:40,1.99,44.7,33.66,2W,0.7444444444444445,16.914572864321606,17,5,1,6
SES_92820,2024-11-26 19:33:00,2024-11-26 20:40:30,8.22,67.5,134.19,3W,1.125,16.324817518248175,19,1,0,11
SES_94801,2024-06-19 18:20:00,2024-06-19 19:42:46,3.12,82.8,52.56,2W,1.3794444444444445,16.846153846153847,18,2,0,6
SES_52457,2024-09-09 12:16:00,2024-09-09 13:07:38,1.6,51.6,26.83,2W,0.8605555555555555,16.768749999999997,12,0,0,9
SES_28716,2024-12-03 21:15:00,2024-12-03 23:02:58,47.67,108.0,748.58,4W,1.7994444444444444,15.70337738619677,21,1,0,12
SES_32290,2024-07-11 09:38:00,2024-07-11 10:57:14,6.23,79.2,108.12,3W,1.3205555555555555,17.35473515248796,9,3,0,7
SES_84917,2024-10-03 16:24:00,2024-10-03 17:50:29,44.67,86.5,723.14,4W,1.4413888888888888,16.18849339601522,16,3,0,10
SES_13553,2024-03-12 14:07:00,2024-03-12 14:46:09,2.56,39.2,40.32,2W,0.6525,15.75,14,1,0,3
SES_95436,2024-02-10 21:04:00,2024-02-10 22:06:06,9.76,62.1,156.02,3W,1.035,15.985655737704919,21,5,1,2
SES_45495,2024-10-22 22:34:00,2024-10-23 00:15:27,52.25,101.5,903.3,4W,1.6908333333333334,17.288038277511962,22,1,0,10
SES_34620,2024-02-06 17:19:00,2024-02-06 18:54:43,53.74,95.7,818.26,4W,1.5952777777777778,15.226274655749906,17,1,0,2
SES_19174,2024-12-21 23:34:00,2024-12-22 02:21:29,45.58,167.5,711.38,4W,2.7913888888888887,15.60728389644581,23,5,1,12
SES_22591,2024-05-15 20:12:00,2024-05-15 21:15:45,3.07,63.8,50.59,2W,1.0625,16.47882736156352,20,2,0,5
SES_71973,2024-04-09 20:26:00,2024-04-09 21:31:39,26.81,65.7,450.56,4W,1.0941666666666667,16.80566952629616,20,1,0,4
SES_94272,2024-01-19 18:10:00,2024-01-19 19:36:32,5.49,86.5,94.67,3W,1.4422222222222223,17.24408014571949,18,4,0,1
SES_82119,2024-01-10 10:08:00,2024-01-10 10:59:09,6.96,51.2,107.43,3W,0.8525,15.435344827586208,10,2,0,1
SES_37684,2024-02-07 17:14:00,2024-02-07 19:34:30,20.42,140.5,323.89,4W,2.341666666666667,15.86141038197845,17,2,0,2
SES_57844,2024-03-03 23:37:00,2024-03-04 00:18:27,5.93,41.5,90.23,3W,0.6908333333333333,15.21585160202361,23,6,1,3
SES_80569,2024-10-28 19:15:00,2024-10-28 20:34:33,7.96,79.6,133.3,3W,1.3258333333333334,16.746231155778897,19,0,0,10
SES_32568,2024-03-01 16:31:00,2024-03-01 17:29:08,9.54,58.1,151.36,3W,0.9688888888888889,15.86582809224319,16,4,0,3
SES_38493,2024-04-18 21:59:00,2024-04-18 22:49:45,7.61,50.8,125.22,3W,0.8458333333333333,16.45466491458607,21,3,0,4
SES_69723,2024-06-15 22:52:00,2024-06-16 00:23:05,3.18,91.1,55.67,2W,1.5180555555555555,17.5062893081761,22,5,1,6
SES_41382,2024-12-25 21:06:00,2024-12-25 22:03:39,7.19,57.7,123.33,3W,0.9608333333333333,17.15299026425591,21,2,0,12
SES_42514,2024-04-05 15:20:00,2024-04-05 16:14:49,2.51,54.8,38.08,2W,0.9136111111111112,15.171314741035857,15,4,0,4
SES_27214,2024-02-13 23:35:00,2024-02-14 00:55:18,2.84,80.3,48.59,2W,1.3383333333333334,17.109154929577468,23,1,0,2
SES_49052,2024-03-29 19:14:00,2024-03-29 21:03:12,3.15,109.2,49.92,2W,1.82,15.847619047619048,19,4,0,3
SES_56984,2024-12-04 16:12:00,2024-12-04 17:22:57,3.2,71.0,48.19,2W,1.1825,15.059375,16,2,0,12
SES_30297,2024-11-18 20:31:00,2024-11-18 21:55:59,2.42,85.0,43.09,2W,1.416388888888889,17.805785123966945,20,0,0,11
SES_23188,2024-11-28 18:29:00,2024-11-28 19:09:10,2.45,40.2,41.5,2W,0.6694444444444444,16.93877551020408,18,3,0,11
SES_58543,2024-10-14 12:42:00,2024-10-14 13:28:35,6.46,46.6,100.77,3W,0.7763888888888889,15.59907120743034,12,0,0,10
SES_40917,2024-06-15 19:33:00,2024-06-15 20:33:49,9.89,60.8,174.97,3W,1.013611111111111,17.691607684529828,19,5,1,6
SES_50052,2024-09-06 15:13:00,2024-09-06 16:12:59,6.35,60.0,99.06,3W,0.9997222222222222,15.600000000000001,15,4,0,9
SES_81014,2024-08-24 13:59:00,2024-08-24 14:48:08,5.71,49.1,99.2,3W,0.8188888888888889,17.373029772329247,13,5,1,8
SES_85721,2024-09-14 16:41:00,2024-09-14 19:04:05,49.15,143.1,768.05,4W,2.3847222222222224,15.626653102746694,16,5,1,9
SES_33440,2024-03-19 18:38:00,2024-03-19 19:48:54,7.96,70.9,140.6,3W,1.1816666666666666,17.66331658291457,18,1,0,3
SES_75196,2024-06-04 20:08:00,2024-06-04 21:09:48,9.03,61.8,144.07,3W,1.03,15.954595791805094,20,1,0,6
SES_27988,2024-12-19 14:13:00,2024-12-19 15:29:33,7.42,76.6,125.08,3W,1.2758333333333334,16.857142857142858,14,3,0,12
SES_57886,2024-05-04 18:43:00,2024-05-04 19:53:20,53.97,70.3,920.16,4W,1.1722222222222223,17.04947192884936,18,5,1,5
SES_25512,2024-11-16 10:56:00,2024-11-16 12:48:41,1.98,112.7,30.41,2W,1.8780555555555556,15.358585858585858,10,5,1,11
SES_19104,2024-10-01 15:52:00,2024-10-01 17:26:17,1.83,94.3,30.51,2W,1.571388888888889,16.672131147540984,15,1,0,10
SES_30304,2024-09-02 14:50:00,2024-09-02 16:13:32,6.34,83.5,99.16,3W,1.3922222222222222,15.6403785488959,14,0,0,9
SES_79631,2024-03-31 19:30:00,2024-03-31 20:38:09,8.46,68.2,130.13,3W,1.1358333333333333,15.381796690307327,19,6,1,3
SES_47110,2024-01-04 22:20:00,2024-01-04 23:16:43,2.2,56.7,33.96,2W,0.9452777777777778,15.436363636363636,22,3,0,1
SES_83964,2024-11-21 11:57:00,2024-11-21 12:45:50,7.79,48.8,120.63,3W,0.8138888888888889,15.485237483953787,11,3,0,11
SES_83747,2024-07-17 08:11:00,2024-07-17 09:18:40,2.11,67.7,37.42,2W,1.1277777777777778,17.734597156398106,8,2,0,7
SES_52241,2024-04-27 08:28:00,2024-04-27 10:11:51,3.19,103.9,55.38,2W,1.7308333333333332,17.36050156739812,8,5,1,4
SES_73200,2024-12-23 16:20:00,2024-12-23 17:53:07,43.79,93.1,772.75,4W,1.5519444444444443,17.646722996117834,16,0,0,12
SES_36942,2024-11-19 17:11:00,2024-11-19 18:05:35,8.12,54.6,136.76,3W,0.9097222222222222,16.842364532019705,17,1,0,11
SES_46395,2024-06-03 17:13:00,2024-06-03 18:00:26,1.65,47.4,28.02,2W,0.7905555555555556,16.981818181818184,17,0,0,6
SES_30568,2024-10-18 12:00:00,2024-10-18 13:24:17,9.26,84.3,140.69,3W,1.4047222222222222,15.193304535637148,12,4,0,10
SES_87382,2024-09-07 23:34:00,2024-09-08 01:54:40,28.18,140.7,492.58,4W,2.3444444444444446,17.479772888573457,23,5,1,9
SES_31397,2024-02-23 18:31:00,2024-02-23 20:30:40,3.16,119.7,53.43,2W,1.9944444444444445,16.908227848101266,18,4,0,2
SES_19222,2024-11-05 22:40:00,2024-11-06 01:19:04,30.12,159.1,478.44,4W,2.651111111111111,15.884462151394422,22,1,0,11
SES_74298,2024-08-02 05:22:00,2024-08-02 06:00:37,1.96,38.6,33.32,2W,0.6436111111111111,17.0,5,4,0,8
SES_76816,2024-03-25 16:10:00,2024-03-25 17:12:06,6.08,62.1,99.11,3W,1.035,16.300986842105264,16,0,0,3
SES_74690,2024-10-27 21:11:00,2024-10-27 22:24:27,8.24,73.5,140.35,3W,1.2241666666666666,17.03276699029126,21,6,1,10
SES_48735,2024-04-27 13:43:00,2024-04-27 15:31:35,30.12,108.6,494.32,4W,1.8097222222222222,16.41168658698539,13,5,1,4
SES_13302,2024-10-31 20:30:00,2024-10-31 21:40:40,49.78,70.7,778.78,4W,1.1777777777777778,15.644435516271594,20,3,0,10
SES_65880,2024-06-28 21:50:00,2024-06-28 22:40:09,3.3,50.2,58.9,2W,0.8358333333333333,17.848484848484848,21,4,0,6
SES_68067,2024-03-22 06:08:00,2024-03-22 07:25:57,2.92,78.0,52.04,2W,1.2991666666666666,17.82191780821918,6,4,0,3
SES_70367,2024-10-02 21:43:00,2024-10-02 22:27:00,7.56,44.0,116.74,3W,0.7333333333333333,15.441798941798941,21,2,0,10
SES_64098,2024-01-27 09:48:00,2024-01-27 10:51:28,8.86,63.5,154.32,3W,1.0577777777777777,17.4176072234763,9,5,1,1
SES_80113,2024-08-04 20:30:00,2024-08-04 22:11:32,2.7,101.5,44.17,2W,1.6922222222222223,16.359259259259257,20,6,1,8
SES_52309,2024-09-12 19:46:00,2024-09-12 21:17:28,42.45,91.5,697.03,4W,1.5244444444444445,16.42002355712603,19,3,0,9
SES_16466,2024-03-25 09:49:00,2024-03-25 11:05:40,8.89,76.7,154.89,3W,1.2777777777777777,17.422947131608545,9,0,0,3
SES_58353,2024-11-04 14:17:00,2024-11-04 15:48:57,2.27,92.0,39.22,2W,1.5325,17.277533039647576,14,0,0,11
SES_31813,2024-07-03 10:23:00,2024-07-03 12:48:08,42.09,145.1,703.18,4W,2.418888888888889,16.706581135661676,10,2,0,7
SES_69999,2024-10-09 22:07:00,2024-10-09 23:36:15,6.17,89.3,93.94,3W,1.4875,15.225283630470017,22,2,0,10
SES_44765,2024-08-20 22:24:00,2024-08-20 23:08:13,9.38,44.2,149.5,3W,0.7369444444444444,15.938166311300638,22,1,0,8
SES_89114,2024-04-04 19:56:00,2024-04-04 21:58:35,51.29,122.6,802.54,4W,2.0430555555555556,15.64710469877169,19,3,0,4
SES_40415,2024-09-05 21:43:00,2024-09-05 23:03:26,6.37,80.4,98.82,3W,1.3405555555555555,15.513343799058083,21,3,0,9
SES_62838,2024-09-09 19:57:00,2024-09-09 21:08:57,9.41,72.0,155.79,3W,1.1991666666666667,16.5557917109458,19,0,0,9
SES_72725,2024-02-15 05:11:00,2024-02-15 06:24:51,26.45,73.9,436.59,4W,1.2308333333333332,16.5062381852552,5,3,0,2
SES_19654,2024-11-23 22:35:00,2024-11-23 23:25:36,1.77,50.6,31.22,2W,0.8433333333333334,17.638418079096045,22,5,1,11
SES_24030,2024-07-27 19:13:00,2024-07-27 19:43:49,2.81,30.8,49.14,2W,0.5136111111111111,17.487544483985765,19,5,1,7
SES_43468,2024-06-11 23:48:00,2024-06-12 01:38:08,59.73,110.1,939.96,4W,1.8355555555555556,15.736815670517329,23,1,0,6
SES_95601,2024-12-29 10:14:00,2024-12-29 10:58:22,9.52,44.4,154.71,3W,0.7394444444444445,16.25105042016807,10,6,1,12
SES_81476,2024-01-25 17:40:00,2024-01-25 18:54:18,2.73,74.3,43.77,2W,1.2383333333333333,16.032967032967033,17,3,0,1
